id,name,ic_number,school_id,form_level,class_name,kodkaum,jantina,phone,parent_phone,address,is_target_student
456,"Tan Kar Wai",051116567890,11,4,"4 Cemerlang",C,L,012-0000456,019-1000456,"Alamat Murid 456",true
457,"Wong Li Ying",051117567890,11,4,"4 Cemerlang",C,P,012-0000457,019-1000457,"Alamat Murid 457",true
458,"Kumar A/L Raj",051118567890,11,4,"4 Cemerlang",I,L,012-0000458,019-1000458,"Alamat Murid 458",true
459,"Michelle Wilson",051119567890,11,4,"4 Cemerlang",L,P,012-0000459,019-1000459,"Alamat Murid 459",true
460,"Ahmad Bin Abdullah",051120567890,11,4,"4 Cemerlang",M,L,012-0000460,019-1000460,"Alamat Murid 460",true
461,"Siti Binti Hassan",051121567890,11,4,"4 Cemerlang",M,P,012-0000461,019-1000461,"Alamat Murid 461",true
462,"Ahmad Bin Omar",051122567890,11,4,"4 Cemerlang",M,L,012-0000462,019-1000462,"Alamat Murid 462",true
463,"Siti Binti Rahman",051123567890,11,5,"5 Bestari",M,P,012-0000463,019-1000463,"Alamat Murid 463",true
464,"Ahmad Bin Ali",051124567890,11,5,"5 Bestari",M,L,012-0000464,019-1000464,"Alamat Murid 464",true
465,"Siti Binti Ahmad",051125567890,11,5,"5 Bestari",M,P,012-0000465,019-1000465,"Alamat Murid 465",true
466,"Tan Kar Wai",051126567890,11,5,"5 Bestari",C,L,012-0000466,019-1000466,"Alamat Murid 466",true
467,"Wong Li Ying",051127567890,11,5,"5 Bestari",C,P,012-0000467,019-1000467,"Alamat Murid 467",true
468,"Kumar A/L Raj",051128567890,11,5,"5 Bestari",I,L,012-0000468,019-1000468,"Alamat Murid 468",true
469,"Michelle Wilson",051129567890,11,5,"5 Bestari",L,P,012-0000469,019-1000469,"Alamat Murid 469",true
470,"Ahmad Bin Abdullah",051130567890,11,5,"5 Bestari",M,L,012-0000470,019-1000470,"Alamat Murid 470",true
471,"Siti Binti Hassan",051131567890,11,5,"5 Bestari",M,P,012-0000471,019-1000471,"Alamat Murid 471",true
472,"Ahmad Bin Omar",051132567890,11,5,"5 Bestari",M,L,012-0000472,019-1000472,"Alamat Murid 472",true
473,"Siti Binti Rahman",051133567890,11,5,"5 Bestari",M,P,012-0000473,019-1000473,"Alamat Murid 473",true
474,"Ahmad Bin Ali",051134567890,11,5,"5 Cemerlang",M,L,012-0000474,019-1000474,"Alamat Murid 474",true
475,"Siti Binti Ahmad",051135567890,11,5,"5 Cemerlang",M,P,012-0000475,019-1000475,"Alamat Murid 475",true
476,"Tan Kar Wai",051136567890,11,5,"5 Cemerlang",C,L,012-0000476,019-1000476,"Alamat Murid 476",true
477,"Wong Li Ying",051137567890,11,5,"5 Cemerlang",C,P,012-0000477,019-1000477,"Alamat Murid 477",true
478,"Kumar A/L Raj",051138567890,11,5,"5 Cemerlang",I,L,012-0000478,019-1000478,"Alamat Murid 478",true
479,"Michelle Wilson",051139567890,11,5,"5 Cemerlang",L,P,012-0000479,019-1000479,"Alamat Murid 479",true
480,"Ahmad Bin Abdullah",051140567890,11,5,"5 Cemerlang",M,L,012-0000480,019-1000480,"Alamat Murid 480",true
481,"Siti Binti Hassan",051141567890,11,5,"5 Cemerlang",M,P,012-0000481,019-1000481,"Alamat Murid 481",true
482,"Ahmad Bin Omar",051142567890,11,5,"5 Cemerlang",M,L,012-0000482,019-1000482,"Alamat Murid 482",true
483,"Siti Binti Rahman",051143567890,11,5,"5 Cemerlang",M,P,012-0000483,019-1000483,"Alamat Murid 483",true
484,"Ahmad Bin Ali",051144567890,11,5,"5 Cemerlang",M,L,012-0000484,019-1000484,"Alamat Murid 484",true
485,"Siti Binti Hassan",051201567890,12,4,"4 Bestari",M,P,012-0000485,019-1000485,"Alamat Murid 485",true
486,"Ahmad Bin Omar",051202567890,12,4,"4 Bestari",M,L,012-0000486,019-1000486,"Alamat Murid 486",true
487,"Siti Binti Rahman",051203567890,12,4,"4 Bestari",M,P,012-0000487,019-1000487,"Alamat Murid 487",true
488,"Ahmad Bin Ali",051204567890,12,4,"4 Bestari",M,L,012-0000488,019-1000488,"Alamat Murid 488",true
489,"Siti Binti Ahmad",051205567890,12,4,"4 Bestari",M,P,012-0000489,019-1000489,"Alamat Murid 489",true
490,"Tan Kar Wai",051206567890,12,4,"4 Bestari",C,L,012-0000490,019-1000490,"Alamat Murid 490",true
491,"Wong Li Ying",051207567890,12,4,"4 Bestari",C,P,012-0000491,019-1000491,"Alamat Murid 491",true
492,"Kumar A/L Raj",051208567890,12,4,"4 Bestari",I,L,012-0000492,019-1000492,"Alamat Murid 492",true
493,"Michelle Wilson",051209567890,12,4,"4 Bestari",L,P,012-0000493,019-1000493,"Alamat Murid 493",true
494,"Ahmad Bin Abdullah",051210567890,12,4,"4 Bestari",M,L,012-0000494,019-1000494,"Alamat Murid 494",true
495,"Siti Binti Hassan",051211567890,12,4,"4 Bestari",M,P,012-0000495,019-1000495,"Alamat Murid 495",true
496,"Ahmad Bin Omar",051212567890,12,4,"4 Cemerlang",M,L,012-0000496,019-1000496,"Alamat Murid 496",true
497,"Siti Binti Rahman",051213567890,12,4,"4 Cemerlang",M,P,012-0000497,019-1000497,"Alamat Murid 497",true
498,"Ahmad Bin Ali",051214567890,12,4,"4 Cemerlang",M,L,012-0000498,019-1000498,"Alamat Murid 498",true
499,"Siti Binti Ahmad",051215567890,12,4,"4 Cemerlang",M,P,012-0000499,019-1000499,"Alamat Murid 499",true
500,"Tan Kar Wai",051216567890,12,4,"4 Cemerlang",C,L,012-0000500,019-1000500,"Alamat Murid 500",true
501,"Wong Li Ying",051217567890,12,4,"4 Cemerlang",C,P,012-0000501,019-1000501,"Alamat Murid 501",true
502,"Kumar A/L Raj",051218567890,12,4,"4 Cemerlang",I,L,012-0000502,019-1000502,"Alamat Murid 502",true
503,"Michelle Wilson",051219567890,12,4,"4 Cemerlang",L,P,012-0000503,019-1000503,"Alamat Murid 503",true
504,"Ahmad Bin Abdullah",051220567890,12,4,"4 Cemerlang",M,L,012-0000504,019-1000504,"Alamat Murid 504",true
505,"Siti Binti Hassan",051221567890,12,4,"4 Cemerlang",M,P,012-0000505,019-1000505,"Alamat Murid 505",true
506,"Ahmad Bin Omar",051222567890,12,4,"4 Cemerlang",M,L,012-0000506,019-1000506,"Alamat Murid 506",true
507,"Siti Binti Rahman",051223567890,12,5,"5 Bestari",M,P,012-0000507,019-1000507,"Alamat Murid 507",true
508,"Ahmad Bin Ali",051224567890,12,5,"5 Bestari",M,L,012-0000508,019-1000508,"Alamat Murid 508",true
509,"Siti Binti Ahmad",051225567890,12,5,"5 Bestari",M,P,012-0000509,019-1000509,"Alamat Murid 509",true
510,"Tan Kar Wai",051226567890,12,5,"5 Bestari",C,L,012-0000510,019-1000510,"Alamat Murid 510",true
511,"Wong Li Ying",051227567890,12,5,"5 Bestari",C,P,012-0000511,019-1000511,"Alamat Murid 511",true
512,"Kumar A/L Raj",051228567890,12,5,"5 Bestari",I,L,012-0000512,019-1000512,"Alamat Murid 512",true
513,"Michelle Wilson",051229567890,12,5,"5 Bestari",L,P,012-0000513,019-1000513,"Alamat Murid 513",true
514,"Ahmad Bin Abdullah",051230567890,12,5,"5 Bestari",M,L,012-0000514,019-1000514,"Alamat Murid 514",true
515,"Siti Binti Hassan",051231567890,12,5,"5 Bestari",M,P,012-0000515,019-1000515,"Alamat Murid 515",true
516,"Ahmad Bin Omar",051232567890,12,5,"5 Bestari",M,L,012-0000516,019-1000516,"Alamat Murid 516",true
517,"Siti Binti Rahman",051233567890,12,5,"5 Bestari",M,P,012-0000517,019-1000517,"Alamat Murid 517",true
518,"Ahmad Bin Ali",051234567890,12,5,"5 Cemerlang",M,L,012-0000518,019-1000518,"Alamat Murid 518",true
519,"Siti Binti Ahmad",051235567890,12,5,"5 Cemerlang",M,P,012-0000519,019-1000519,"Alamat Murid 519",true
520,"Tan Kar Wai",051236567890,12,5,"5 Cemerlang",C,L,012-0000520,019-1000520,"Alamat Murid 520",true
521,"Wong Li Ying",051237567890,12,5,"5 Cemerlang",C,P,012-0000521,019-1000521,"Alamat Murid 521",true
522,"Kumar A/L Raj",051238567890,12,5,"5 Cemerlang",I,L,012-0000522,019-1000522,"Alamat Murid 522",true
523,"Michelle Wilson",051239567890,12,5,"5 Cemerlang",L,P,012-0000523,019-1000523,"Alamat Murid 523",true
524,"Ahmad Bin Abdullah",051240567890,12,5,"5 Cemerlang",M,L,012-0000524,019-1000524,"Alamat Murid 524",true
525,"Siti Binti Hassan",051241567890,12,5,"5 Cemerlang",M,P,012-0000525,019-1000525,"Alamat Murid 525",true
526,"Ahmad Bin Omar",051242567890,12,5,"5 Cemerlang",M,L,012-0000526,019-1000526,"Alamat Murid 526",true
527,"Siti Binti Rahman",051243567890,12,5,"5 Cemerlang",M,P,012-0000527,019-1000527,"Alamat Murid 527",true
528,"Ahmad Bin Ali",051244567890,12,5,"5 Cemerlang",M,L,012-0000528,019-1000528,"Alamat Murid 528",true
529,"Siti Binti Hassan",051301567890,13,4,"4 Bestari",M,P,012-0000529,019-1000529,"Alamat Murid 529",true
530,"Ahmad Bin Omar",051302567890,13,4,"4 Bestari",M,L,012-0000530,019-1000530,"Alamat Murid 530",true
531,"Siti Binti Rahman",051303567890,13,4,"4 Bestari",M,P,012-0000531,019-1000531,"Alamat Murid 531",true
532,"Ahmad Bin Ali",051304567890,13,4,"4 Bestari",M,L,012-0000532,019-1000532,"Alamat Murid 532",true
533,"Siti Binti Ahmad",051305567890,13,4,"4 Bestari",M,P,012-0000533,019-1000533,"Alamat Murid 533",true
534,"Tan Kar Wai",051306567890,13,4,"4 Bestari",C,L,012-0000534,019-1000534,"Alamat Murid 534",true
535,"Wong Li Ying",051307567890,13,4,"4 Bestari",C,P,012-0000535,019-1000535,"Alamat Murid 535",true
536,"Kumar A/L Raj",051308567890,13,4,"4 Bestari",I,L,012-0000536,019-1000536,"Alamat Murid 536",true
537,"Michelle Wilson",051309567890,13,4,"4 Bestari",L,P,012-0000537,019-1000537,"Alamat Murid 537",true
538,"Ahmad Bin Abdullah",051310567890,13,4,"4 Bestari",M,L,012-0000538,019-1000538,"Alamat Murid 538",true
539,"Siti Binti Hassan",051311567890,13,4,"4 Bestari",M,P,012-0000539,019-1000539,"Alamat Murid 539",true
540,"Ahmad Bin Omar",051312567890,13,4,"4 Cemerlang",M,L,012-0000540,019-1000540,"Alamat Murid 540",true
541,"Siti Binti Rahman",051313567890,13,4,"4 Cemerlang",M,P,012-0000541,019-1000541,"Alamat Murid 541",true
542,"Ahmad Bin Ali",051314567890,13,4,"4 Cemerlang",M,L,012-0000542,019-1000542,"Alamat Murid 542",true
543,"Siti Binti Ahmad",051315567890,13,4,"4 Cemerlang",M,P,012-0000543,019-1000543,"Alamat Murid 543",true
544,"Tan Kar Wai",051316567890,13,4,"4 Cemerlang",C,L,012-0000544,019-1000544,"Alamat Murid 544",true
545,"Wong Li Ying",051317567890,13,4,"4 Cemerlang",C,P,012-0000545,019-1000545,"Alamat Murid 545",true
546,"Kumar A/L Raj",051318567890,13,4,"4 Cemerlang",I,L,012-0000546,019-1000546,"Alamat Murid 546",true
547,"Michelle Wilson",051319567890,13,4,"4 Cemerlang",L,P,012-0000547,019-1000547,"Alamat Murid 547",true
548,"Ahmad Bin Abdullah",051320567890,13,4,"4 Cemerlang",M,L,012-0000548,019-1000548,"Alamat Murid 548",true
549,"Siti Binti Hassan",051321567890,13,4,"4 Cemerlang",M,P,012-0000549,019-1000549,"Alamat Murid 549",true
550,"Ahmad Bin Omar",051322567890,13,4,"4 Cemerlang",M,L,012-0000550,019-1000550,"Alamat Murid 550",true
551,"Siti Binti Rahman",051323567890,13,5,"5 Bestari",M,P,012-0000551,019-1000551,"Alamat Murid 551",true
552,"Ahmad Bin Ali",051324567890,13,5,"5 Bestari",M,L,012-0000552,019-1000552,"Alamat Murid 552",true
553,"Siti Binti Ahmad",051325567890,13,5,"5 Bestari",M,P,012-0000553,019-1000553,"Alamat Murid 553",true
554,"Tan Kar Wai",051326567890,13,5,"5 Bestari",C,L,012-0000554,019-1000554,"Alamat Murid 554",true
555,"Wong Li Ying",051327567890,13,5,"5 Bestari",C,P,012-0000555,019-1000555,"Alamat Murid 555",true
556,"Kumar A/L Raj",051328567890,13,5,"5 Bestari",I,L,012-0000556,019-1000556,"Alamat Murid 556",true
557,"Michelle Wilson",051329567890,13,5,"5 Bestari",L,P,012-0000557,019-1000557,"Alamat Murid 557",true
558,"Ahmad Bin Abdullah",051330567890,13,5,"5 Bestari",M,L,012-0000558,019-1000558,"Alamat Murid 558",true
559,"Siti Binti Hassan",051331567890,13,5,"5 Bestari",M,P,012-0000559,019-1000559,"Alamat Murid 559",true
560,"Ahmad Bin Omar",051332567890,13,5,"5 Bestari",M,L,012-0000560,019-1000560,"Alamat Murid 560",true
561,"Siti Binti Rahman",051333567890,13,5,"5 Bestari",M,P,012-0000561,019-1000561,"Alamat Murid 561",true
562,"Ahmad Bin Ali",051334567890,13,5,"5 Cemerlang",M,L,012-0000562,019-1000562,"Alamat Murid 562",true
563,"Siti Binti Ahmad",051335567890,13,5,"5 Cemerlang",M,P,012-0000563,019-1000563,"Alamat Murid 563",true
564,"Tan Kar Wai",051336567890,13,5,"5 Cemerlang",C,L,012-0000564,019-1000564,"Alamat Murid 564",true
565,"Wong Li Ying",051337567890,13,5,"5 Cemerlang",C,P,012-0000565,019-1000565,"Alamat Murid 565",true
566,"Kumar A/L Raj",051338567890,13,5,"5 Cemerlang",I,L,012-0000566,019-1000566,"Alamat Murid 566",true
567,"Michelle Wilson",051339567890,13,5,"5 Cemerlang",L,P,012-0000567,019-1000567,"Alamat Murid 567",true
568,"Ahmad Bin Abdullah",051340567890,13,5,"5 Cemerlang",M,L,012-0000568,019-1000568,"Alamat Murid 568",true
569,"Siti Binti Hassan",051341567890,13,5,"5 Cemerlang",M,P,012-0000569,019-1000569,"Alamat Murid 569",true
570,"Ahmad Bin Omar",051342567890,13,5,"5 Cemerlang",M,L,012-0000570,019-1000570,"Alamat Murid 570",true
571,"Siti Binti Rahman",051343567890,13,5,"5 Cemerlang",M,P,012-0000571,019-1000571,"Alamat Murid 571",true
572,"Ahmad Bin Ali",051344567890,13,5,"5 Cemerlang",M,L,012-0000572,019-1000572,"Alamat Murid 572",true
573,"Siti Binti Hassan",051401567890,14,4,"4 Bestari",M,P,012-0000573,019-1000573,"Alamat Murid 573",true
574,"Ahmad Bin Omar",051402567890,14,4,"4 Bestari",M,L,012-0000574,019-1000574,"Alamat Murid 574",true
575,"Siti Binti Rahman",051403567890,14,4,"4 Bestari",M,P,012-0000575,019-1000575,"Alamat Murid 575",true
576,"Ahmad Bin Ali",051404567890,14,4,"4 Bestari",M,L,012-0000576,019-1000576,"Alamat Murid 576",true
577,"Siti Binti Ahmad",051405567890,14,4,"4 Bestari",M,P,012-0000577,019-1000577,"Alamat Murid 577",true
578,"Tan Kar Wai",051406567890,14,4,"4 Bestari",C,L,012-0000578,019-1000578,"Alamat Murid 578",true
579,"Wong Li Ying",051407567890,14,4,"4 Bestari",C,P,012-0000579,019-1000579,"Alamat Murid 579",true
580,"Kumar A/L Raj",051408567890,14,4,"4 Bestari",I,L,012-0000580,019-1000580,"Alamat Murid 580",true
581,"Michelle Wilson",051409567890,14,4,"4 Bestari",L,P,012-0000581,019-1000581,"Alamat Murid 581",true
582,"Ahmad Bin Abdullah",051410567890,14,4,"4 Bestari",M,L,012-0000582,019-1000582,"Alamat Murid 582",true
583,"Siti Binti Hassan",051411567890,14,4,"4 Bestari",M,P,012-0000583,019-1000583,"Alamat Murid 583",true
584,"Ahmad Bin Omar",051412567890,14,4,"4 Cemerlang",M,L,012-0000584,019-1000584,"Alamat Murid 584",true
585,"Siti Binti Rahman",051413567890,14,4,"4 Cemerlang",M,P,012-0000585,019-1000585,"Alamat Murid 585",true
586,"Ahmad Bin Ali",051414567890,14,4,"4 Cemerlang",M,L,012-0000586,019-1000586,"Alamat Murid 586",true
587,"Siti Binti Ahmad",051415567890,14,4,"4 Cemerlang",M,P,012-0000587,019-1000587,"Alamat Murid 587",true
588,"Tan Kar Wai",051416567890,14,4,"4 Cemerlang",C,L,012-0000588,019-1000588,"Alamat Murid 588",true
589,"Wong Li Ying",051417567890,14,4,"4 Cemerlang",C,P,012-0000589,019-1000589,"Alamat Murid 589",true
590,"Kumar A/L Raj",051418567890,14,4,"4 Cemerlang",I,L,012-0000590,019-1000590,"Alamat Murid 590",true
591,"Michelle Wilson",051419567890,14,4,"4 Cemerlang",L,P,012-0000591,019-1000591,"Alamat Murid 591",true
592,"Ahmad Bin Abdullah",051420567890,14,4,"4 Cemerlang",M,L,012-0000592,019-1000592,"Alamat Murid 592",true
593,"Siti Binti Hassan",051421567890,14,4,"4 Cemerlang",M,P,012-0000593,019-1000593,"Alamat Murid 593",true
594,"Ahmad Bin Omar",051422567890,14,4,"4 Cemerlang",M,L,012-0000594,019-1000594,"Alamat Murid 594",true
595,"Siti Binti Rahman",051423567890,14,5,"5 Bestari",M,P,012-0000595,019-1000595,"Alamat Murid 595",true
596,"Ahmad Bin Ali",051424567890,14,5,"5 Bestari",M,L,012-0000596,019-1000596,"Alamat Murid 596",true
597,"Siti Binti Ahmad",051425567890,14,5,"5 Bestari",M,P,012-0000597,019-1000597,"Alamat Murid 597",true
598,"Tan Kar Wai",051426567890,14,5,"5 Bestari",C,L,012-0000598,019-1000598,"Alamat Murid 598",true
599,"Wong Li Ying",051427567890,14,5,"5 Bestari",C,P,012-0000599,019-1000599,"Alamat Murid 599",true
600,"Kumar A/L Raj",051428567890,14,5,"5 Bestari",I,L,012-0000600,019-1000600,"Alamat Murid 600",true
601,"Michelle Wilson",051429567890,14,5,"5 Bestari",L,P,012-0000601,019-1000601,"Alamat Murid 601",true
602,"Ahmad Bin Abdullah",051430567890,14,5,"5 Bestari",M,L,012-0000602,019-1000602,"Alamat Murid 602",true
603,"Siti Binti Hassan",051431567890,14,5,"5 Bestari",M,P,012-0000603,019-1000603,"Alamat Murid 603",true
604,"Ahmad Bin Omar",051432567890,14,5,"5 Bestari",M,L,012-0000604,019-1000604,"Alamat Murid 604",true
605,"Siti Binti Rahman",051433567890,14,5,"5 Bestari",M,P,012-0000605,019-1000605,"Alamat Murid 605",true
606,"Ahmad Bin Ali",051434567890,14,5,"5 Cemerlang",M,L,012-0000606,019-1000606,"Alamat Murid 606",true
607,"Siti Binti Ahmad",051435567890,14,5,"5 Cemerlang",M,P,012-0000607,019-1000607,"Alamat Murid 607",true
608,"Tan Kar Wai",051436567890,14,5,"5 Cemerlang",C,L,012-0000608,019-1000608,"Alamat Murid 608",true
609,"Wong Li Ying",051437567890,14,5,"5 Cemerlang",C,P,012-0000609,019-1000609,"Alamat Murid 609",true
610,"Kumar A/L Raj",051438567890,14,5,"5 Cemerlang",I,L,012-0000610,019-1000610,"Alamat Murid 610",true
611,"Michelle Wilson",051439567890,14,5,"5 Cemerlang",L,P,012-0000611,019-1000611,"Alamat Murid 611",true
612,"Ahmad Bin Abdullah",051440567890,14,5,"5 Cemerlang",M,L,012-0000612,019-1000612,"Alamat Murid 612",true
613,"Siti Binti Hassan",051441567890,14,5,"5 Cemerlang",M,P,012-0000613,019-1000613,"Alamat Murid 613",true
614,"Ahmad Bin Omar",051442567890,14,5,"5 Cemerlang",M,L,012-0000614,019-1000614,"Alamat Murid 614",true
615,"Siti Binti Rahman",051443567890,14,5,"5 Cemerlang",M,P,012-0000615,019-1000615,"Alamat Murid 615",true
616,"Ahmad Bin Ali",051444567890,14,5,"5 Cemerlang",M,L,012-0000616,019-1000616,"Alamat Murid 616",true
617,"Siti Binti Hassan",051501567890,15,4,"4 Bestari",M,P,012-0000617,019-1000617,"Alamat Murid 617",true
618,"Ahmad Bin Omar",051502567890,15,4,"4 Bestari",M,L,012-0000618,019-1000618,"Alamat Murid 618",true
619,"Siti Binti Rahman",051503567890,15,4,"4 Bestari",M,P,012-0000619,019-1000619,"Alamat Murid 619",true
620,"Ahmad Bin Ali",051504567890,15,4,"4 Bestari",M,L,012-0000620,019-1000620,"Alamat Murid 620",true
621,"Siti Binti Ahmad",051505567890,15,4,"4 Bestari",M,P,012-0000621,019-1000621,"Alamat Murid 621",true
622,"Tan Kar Wai",051506567890,15,4,"4 Bestari",C,L,012-0000622,019-1000622,"Alamat Murid 622",true
623,"Wong Li Ying",051507567890,15,4,"4 Bestari",C,P,012-0000623,019-1000623,"Alamat Murid 623",true
624,"Kumar A/L Raj",051508567890,15,4,"4 Bestari",I,L,012-0000624,019-1000624,"Alamat Murid 624",true
625,"Michelle Wilson",051509567890,15,4,"4 Bestari",L,P,012-0000625,019-1000625,"Alamat Murid 625",true
626,"Ahmad Bin Abdullah",051510567890,15,4,"4 Bestari",M,L,012-0000626,019-1000626,"Alamat Murid 626",true
627,"Siti Binti Hassan",051511567890,15,4,"4 Bestari",M,P,012-0000627,019-1000627,"Alamat Murid 627",true
628,"Ahmad Bin Omar",051512567890,15,4,"4 Cemerlang",M,L,012-0000628,019-1000628,"Alamat Murid 628",true
629,"Siti Binti Rahman",051513567890,15,4,"4 Cemerlang",M,P,012-0000629,019-1000629,"Alamat Murid 629",true
630,"Ahmad Bin Ali",051514567890,15,4,"4 Cemerlang",M,L,012-0000630,019-1000630,"Alamat Murid 630",true
631,"Siti Binti Ahmad",051515567890,15,4,"4 Cemerlang",M,P,012-0000631,019-1000631,"Alamat Murid 631",true
632,"Tan Kar Wai",051516567890,15,4,"4 Cemerlang",C,L,012-0000632,019-1000632,"Alamat Murid 632",true
633,"Wong Li Ying",051517567890,15,4,"4 Cemerlang",C,P,012-0000633,019-1000633,"Alamat Murid 633",true
634,"Kumar A/L Raj",051518567890,15,4,"4 Cemerlang",I,L,012-0000634,019-1000634,"Alamat Murid 634",true
635,"Michelle Wilson",051519567890,15,4,"4 Cemerlang",L,P,012-0000635,019-1000635,"Alamat Murid 635",true
636,"Ahmad Bin Abdullah",051520567890,15,4,"4 Cemerlang",M,L,012-0000636,019-1000636,"Alamat Murid 636",true
637,"Siti Binti Hassan",051521567890,15,4,"4 Cemerlang",M,P,012-0000637,019-1000637,"Alamat Murid 637",true
638,"Ahmad Bin Omar",051522567890,15,4,"4 Cemerlang",M,L,012-0000638,019-1000638,"Alamat Murid 638",true
639,"Siti Binti Rahman",051523567890,15,5,"5 Bestari",M,P,012-0000639,019-1000639,"Alamat Murid 639",true
640,"Ahmad Bin Ali",051524567890,15,5,"5 Bestari",M,L,012-0000640,019-1000640,"Alamat Murid 640",true
641,"Siti Binti Ahmad",051525567890,15,5,"5 Bestari",M,P,012-0000641,019-1000641,"Alamat Murid 641",true
642,"Tan Kar Wai",051526567890,15,5,"5 Bestari",C,L,012-0000642,019-1000642,"Alamat Murid 642",true
643,"Wong Li Ying",051527567890,15,5,"5 Bestari",C,P,012-0000643,019-1000643,"Alamat Murid 643",true
644,"Kumar A/L Raj",051528567890,15,5,"5 Bestari",I,L,012-0000644,019-1000644,"Alamat Murid 644",true
645,"Michelle Wilson",051529567890,15,5,"5 Bestari",L,P,012-0000645,019-1000645,"Alamat Murid 645",true
646,"Ahmad Bin Abdullah",051530567890,15,5,"5 Bestari",M,L,012-0000646,019-1000646,"Alamat Murid 646",true
647,"Siti Binti Hassan",051531567890,15,5,"5 Bestari",M,P,012-0000647,019-1000647,"Alamat Murid 647",true
648,"Ahmad Bin Omar",051532567890,15,5,"5 Bestari",M,L,012-0000648,019-1000648,"Alamat Murid 648",true
649,"Siti Binti Rahman",051533567890,15,5,"5 Bestari",M,P,012-0000649,019-1000649,"Alamat Murid 649",true
650,"Ahmad Bin Ali",051534567890,15,5,"5 Cemerlang",M,L,012-0000650,019-1000650,"Alamat Murid 650",true
651,"Siti Binti Ahmad",051535567890,15,5,"5 Cemerlang",M,P,012-0000651,019-1000651,"Alamat Murid 651",true
652,"Tan Kar Wai",051536567890,15,5,"5 Cemerlang",C,L,012-0000652,019-1000652,"Alamat Murid 652",true
653,"Wong Li Ying",051537567890,15,5,"5 Cemerlang",C,P,012-0000653,019-1000653,"Alamat Murid 653",true
654,"Kumar A/L Raj",051538567890,15,5,"5 Cemerlang",I,L,012-0000654,019-1000654,"Alamat Murid 654",true
655,"Michelle Wilson",051539567890,15,5,"5 Cemerlang",L,P,012-0000655,019-1000655,"Alamat Murid 655",true
656,"Ahmad Bin Abdullah",051540567890,15,5,"5 Cemerlang",M,L,012-0000656,019-1000656,"Alamat Murid 656",true
657,"Siti Binti Hassan",051541567890,15,5,"5 Cemerlang",M,P,012-0000657,019-1000657,"Alamat Murid 657",true
658,"Ahmad Bin Omar",051542567890,15,5,"5 Cemerlang",M,L,012-0000658,019-1000658,"Alamat Murid 658",true
659,"Siti Binti Rahman",051543567890,15,5,"5 Cemerlang",M,P,012-0000659,019-1000659,"Alamat Murid 659",true
660,"Ahmad Bin Ali",051544567890,15,5,"5 Cemerlang",M,L,012-0000660,019-1000660,"Alamat Murid 660",true
661,"Siti Binti Hassan",051601567890,16,4,"4 Bestari",M,P,012-0000661,019-1000661,"Alamat Murid 661",true
662,"Ahmad Bin Omar",051602567890,16,4,"4 Bestari",M,L,012-0000662,019-1000662,"Alamat Murid 662",true
663,"Siti Binti Rahman",051603567890,16,4,"4 Bestari",M,P,012-0000663,019-1000663,"Alamat Murid 663",true
664,"Ahmad Bin Ali",051604567890,16,4,"4 Bestari",M,L,012-0000664,019-1000664,"Alamat Murid 664",true
665,"Siti Binti Ahmad",051605567890,16,4,"4 Bestari",M,P,012-0000665,019-1000665,"Alamat Murid 665",true
666,"Tan Kar Wai",051606567890,16,4,"4 Bestari",C,L,012-0000666,019-1000666,"Alamat Murid 666",true
667,"Wong Li Ying",051607567890,16,4,"4 Bestari",C,P,012-0000667,019-1000667,"Alamat Murid 667",true
668,"Kumar A/L Raj",051608567890,16,4,"4 Bestari",I,L,012-0000668,019-1000668,"Alamat Murid 668",true
669,"Michelle Wilson",051609567890,16,4,"4 Bestari",L,P,012-0000669,019-1000669,"Alamat Murid 669",true
670,"Ahmad Bin Abdullah",051610567890,16,4,"4 Bestari",M,L,012-0000670,019-1000670,"Alamat Murid 670",true
671,"Siti Binti Hassan",051611567890,16,4,"4 Bestari",M,P,012-0000671,019-1000671,"Alamat Murid 671",true
672,"Ahmad Bin Omar",051612567890,16,4,"4 Cemerlang",M,L,012-0000672,019-1000672,"Alamat Murid 672",true
673,"Siti Binti Rahman",051613567890,16,4,"4 Cemerlang",M,P,012-0000673,019-1000673,"Alamat Murid 673",true
674,"Ahmad Bin Ali",051614567890,16,4,"4 Cemerlang",M,L,012-0000674,019-1000674,"Alamat Murid 674",true
675,"Siti Binti Ahmad",051615567890,16,4,"4 Cemerlang",M,P,012-0000675,019-1000675,"Alamat Murid 675",true
676,"Tan Kar Wai",051616567890,16,4,"4 Cemerlang",C,L,012-0000676,019-1000676,"Alamat Murid 676",true
677,"Wong Li Ying",051617567890,16,4,"4 Cemerlang",C,P,012-0000677,019-1000677,"Alamat Murid 677",true
678,"Kumar A/L Raj",051618567890,16,4,"4 Cemerlang",I,L,012-0000678,019-1000678,"Alamat Murid 678",true
679,"Michelle Wilson",051619567890,16,4,"4 Cemerlang",L,P,012-0000679,019-1000679,"Alamat Murid 679",true
680,"Ahmad Bin Abdullah",051620567890,16,4,"4 Cemerlang",M,L,012-0000680,019-1000680,"Alamat Murid 680",true
681,"Siti Binti Hassan",051621567890,16,4,"4 Cemerlang",M,P,012-0000681,019-1000681,"Alamat Murid 681",true
682,"Ahmad Bin Omar",051622567890,16,4,"4 Cemerlang",M,L,012-0000682,019-1000682,"Alamat Murid 682",true
683,"Siti Binti Rahman",051623567890,16,5,"5 Bestari",M,P,012-0000683,019-1000683,"Alamat Murid 683",true
